許可證號碼,普通名稱,廠牌名稱,劑型,含量,Under Permit ,混合,廠商名稱,國外原製造廠,有效日期,備註,標示,條碼,使用範圍
農藥製              00976,大滅松,台美速,EC  乳劑,44(%) (w/w),,,大成化學工業股份有限公司,,118-12-11,,標示,條碼,使用範圍
農藥製              00987,毆殺松,百勝,SP  水溶性粉劑,75(%) (w/w),,,興農股份有限公司,,118-12-18,,標示,條碼,使用範圍
農藥製              01012,賽達松,愛達農,EC  乳劑,50(%) (w/w),,,光華化學股份有限公司,,118-10-01,,標示,條碼,使用範圍
農藥製              01015,培丹,聯丹,SP  水溶性粉劑,50(%) (w/w),,,聯利農業科技股份有限公司,,118-07-30,,標示,條碼,使用範圍
農藥製              01023,芬化利,一直春,WP  可溼性粉劑,20(%) (w/w),,,大勝化學工業股份有限公司,,118-07-30,,標示,條碼,使用範圍
農藥製              01024,芬化利,一直春,EC  乳劑,10(%) (w/w),,,大勝化學工業股份有限公司,,118-07-30,,標示,條碼,使用範圍
農藥製              01054,加保利,絕滅蝨,WP  可溼性粉劑,50(%) (w/w),,,國豐化學工業股份有限公司,,118-09-30,,標示,條碼,使用範圍
農藥製              01055,馬拉松,,EC  乳劑,50(%) (w/w),,,國豐化學工業股份有限公司,,118-07-31,,標示,條碼,使用範圍
農藥製              01057,賽滅松,,EC  乳劑,45(%) (w/w),,A,光華化學股份有限公司,,118-12-14,,標示,條碼,使用範圍
農藥製              01082,三氯松,第特松,SP  水溶性粉劑,80(%) (w/w),,,東和化學企業股份有限公司,,118-08-31,,標示,條碼,使用範圍
農藥製              01085,大利松,,GR  粒劑,10(%) (w/w),,,東和化學企業股份有限公司,,114-08-31,,標示,條碼,使用範圍
農藥製              01086,百滅寧,百靈,EC  乳劑,10(%) (w/w),,,東和化學企業股份有限公司,,118-12-06,,標示,條碼,使用範圍
農藥製              01094,丁基拉草,不發草,GR  粒劑,5(%) (w/w),,,東和化學企業股份有限公司,,114-10-31,,標示,條碼,使用範圍
農藥製              01097,丁基拉草,馬上除,EC  乳劑,60(%) (w/w),,,億豐農化廠股份有限公司,,118-08-23,,標示,條碼,使用範圍
農藥製              01126,礦物油,,EC  乳劑,95(%) (w/w),,,億豐農化廠股份有限公司,,118-09-30,,標示,條碼,使用範圍
農藥製              01134,愛殺松,益速松,EC  乳劑,46.5(%) (w/w),,,大勝化學工業股份有限公司,,118-08-31,,標示,條碼,使用範圍
農藥製              01139,礦物油,高級夏油九五,EC  乳劑,95(%) (w/w),,,大勝化學工業股份有限公司,,118-09-30,,標示,條碼,使用範圍
農藥製              01141,賽達松,必利菜,EC  乳劑,50(%) (w/w),,,大勝化學工業股份有限公司,,118-08-31,,標示,條碼,使用範圍
農藥製              01150,撲滅松,速美松,WP  可溼性粉劑,40(%) (w/w),,,惠光股份有限公司,,119-01-06,,標示,條碼,使用範圍
農藥製              01158,甲基多保淨,多福淨,WP  可溼性粉劑,70(%) (w/w),,,惠光股份有限公司,,119-01-25,,標示,條碼,使用範圍
農藥製              01160,魚藤精,植物精,EC  乳劑,3.5(%) (w/w),,,聯利農業科技股份有限公司,,118-09-30,,標示,條碼,使用範圍
農藥製              01162,第滅寧,聯喜,EC  乳劑,2.8(%) (w/w),,,聯利農業科技股份有限公司,,118-10-01,,標示,條碼,使用範圍
農藥製              01165,礦物油,聯安油,EC  乳劑,95(%) (w/w),,,聯利農業科技股份有限公司,,118-09-30,,標示,條碼,使用範圍
農藥製              01184,益滅松,稻立春,WP  可溼性粉劑,50(%) (w/w),,,日農科技股份有限公司,,118-08-27,,標示,條碼,使用範圍
農藥製              01192,丁拉樂滅草,蓋好除,EC  乳劑,20(%) (w/w),,A,興農股份有限公司,,118-08-27,,標示,條碼,使用範圍
農藥製              01193,樂滅草,禁草仔,EC  乳劑,12(%) (w/w),,,興農股份有限公司,,118-08-27,,標示,條碼,使用範圍
農藥製              01194,甲基鋅乃浦,安大收,WP  可溼性粉劑,70(%) (w/w),,,興農股份有限公司,,118-11-30,,標示,條碼,使用範圍
農藥製              01197,三亞蟎,三落蟎,EC  乳劑,20(%) (w/w),,,正農化學股份有限公司,,118-08-27,,標示,條碼,使用範圍
農藥製              01198,亞賜圃,保穗旺,EC  乳劑,40(%) (w/w),,,正農化學股份有限公司,,118-08-27,,標示,條碼,使用範圍
農藥製              01209,丙基喜樂松,庵原喜達仁Ｐ,EC  乳劑,48(%) (w/w),,,臺灣庵原農藥股份有限公司,,118-12-31,,標示,條碼,使用範圍
農藥製              01211,甲基多保淨,新寶淨,WP  可溼性粉劑,70(%) (w/w),,,臺灣庵原農藥股份有限公司,,118-12-31,,標示,條碼,使用範圍
農藥製              01213,四氯異苯腈,庵原達克靈,WP  可溼性粉劑,75(%) (w/w),,,臺灣庵原農藥股份有限公司,,118-11-30,,標示,條碼,使用範圍
農藥製              01216,殺丹,庵原掃丹,EC  乳劑,50(%) (w/w),,,臺灣庵原農藥股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01219,礦物油,,EC  乳劑,95(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-09-30,,標示,條碼,使用範圍
農藥製              01220,腐絕,,WP  可溼性粉劑,40(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-10-18,,標示,條碼,使用範圍
農藥製              01222,加保利,,WP  可溼性粉劑,85(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-09-30,,標示,條碼,使用範圍
農藥製              01227,賽達松,菜利農,EC  乳劑,50(%) (w/w),,,國豐化學工業股份有限公司,,118-08-31,,標示,條碼,使用範圍
農藥製              01234,丁基拉草,稻草除精,EC  乳劑,32(%) (w/w),,,洽益化學股份有限公司,,119-01-14,,標示,條碼,使用範圍
農藥製              01244,撲滅松,法財-攏相挺,EW  水基乳劑,50(%) (w/w),,,大成化學工業股份有限公司,,119-01-07,,標示,條碼,使用範圍
農藥製              01251,護粒松,喜多生,EC  乳劑,50(%) (w/w),,,興農股份有限公司,,118-12-31,,標示,條碼,使用範圍
農藥製              01267,加保利,護利寶,SC  水懸劑,39.5(%) (w/w),,,富農化學工業股份有限公司,,118-09-09,,標示,條碼,使用範圍
農藥製              01287,三亞蟎,壹蟎淨,EC  乳劑,20(%) (w/w),,,興農股份有限公司,,118-09-26,,標示,條碼,使用範圍
農藥製              01289,撲殺熱,庵原撲殺熱,GR  粒劑,6(%) (w/w),,,臺灣庵原農藥股份有限公司,,118-09-26,,標示,條碼,使用範圍
農藥製              01295,加保利,,WP  可溼性粉劑,85(%) (w/w),,,惠光股份有限公司,,119-01-31,,標示,條碼,使用範圍
農藥製              01304,益收生長素,,SL  溶液,39.5(%) (w/w),,,台灣日產化工股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01306,樂滅草,,EC  乳劑,12(%) (w/w),,,台灣日產化工股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01308,賽滅寧,億萬寧,EC  乳劑,5(%) (w/w),,,台灣日產化工股份有限公司,,119-02-24,,標示,條碼,使用範圍
農藥製              01334,丁基拉草,草好除,GR  粒劑,5(%) (w/w),,,富農化學工業股份有限公司,,118-12-07,,標示,條碼,使用範圍
農藥製              01348,大利松,大利冬,GR  粒劑,10(%) (w/w),,,聯利農業科技股份有限公司,,118-10-19,,標示,條碼,使用範圍
農藥製              01368,毆殺松,歐仙水,EC  乳劑,25(%) (w/w),,,安旺特股份有限公司,,118-10-02,,標示,條碼,使用範圍
農藥製              01371,加保利,加倍利,WP  可溼性粉劑,50(%) (w/w),,,瑞芳植物保護股份有限公司,,118-09-30,,標示,條碼,使用範圍
農藥製              01374,愛殺松,樂除蟎,EC  乳劑,46.5(%) (w/w),,,瑞芳植物保護股份有限公司,,118-10-16,,標示,條碼,使用範圍
農藥製              01376,百滅寧,百殺淨,EC  乳劑,10(%) (w/w),,,瑞芳植物保護股份有限公司,,118-09-18,,標示,條碼,使用範圍
農藥製              01379,撲滅松,可樂松,EC  乳劑,20(%) (w/w),,,瑞芳植物保護股份有限公司,,118-08-31,,標示,條碼,使用範圍
農藥製              01380,拉草,拉索,EC  乳劑,45.1(%) (w/w),,,瑞芳植物保護股份有限公司,,118-08-31,,標示,條碼,使用範圍
農藥製              01393,亞賜圃,穗旺,EC  乳劑,40(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-12-11,,標示,條碼,使用範圍
農藥製              01394,大利松,,GR  粒劑,5(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-12-11,,標示,條碼,使用範圍
農藥製              01395,甲基鋅乃浦,農收多,WP  可溼性粉劑,70(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-11-26,,標示,條碼,使用範圍
農藥製              01396,四氯異苯腈,大克病,WP  可溼性粉劑,75(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-11-30,,標示,條碼,使用範圍
農藥製              01398,免賴得,,WP  可溼性粉劑,50(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-11-15,,標示,條碼,使用範圍
農藥製              01403,殺丹,,EC  乳劑,50(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-10-31,,標示,條碼,使用範圍
農藥製              01409,百滅寧,好速百滅,EC  乳劑,10(%) (w/w),,,好速化學股份有限公司,,118-11-03,,標示,條碼,使用範圍
農藥製              01421,撲滅松,福農松,EC  乳劑,50(%) (w/w),,,漢寶工業有限公司,,118-12-11,,標示,條碼,使用範圍
農藥製              01430,撲殺熱,,GR  粒劑,6(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-10-27,,標示,條碼,使用範圍
農藥製              01431,三亞蟎,清蟎寶,EC  乳劑,20(%) (w/w),,,富農化學工業股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01438,毆殺松,庵原毆殺松,EC  乳劑,25(%) (w/w),,,臺灣庵原農藥股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01441,鋅錳乃浦,好意-45,WP  可溼性粉劑,80(%) (w/w),,,惠光股份有限公司,,118-11-30,,標示,條碼,使用範圍
農藥製              01494,鋅錳乃浦,天生-45,WP  可溼性粉劑,80(%) (w/w),,,安旺特股份有限公司,,118-11-30,,標示,條碼,使用範圍
農藥製              01519,加保利,飛殺滅,WP  可溼性粉劑,85(%) (w/w),,,台灣正豐植保股份有限公司,,119-04-27,,標示,條碼,使用範圍
農藥製              01522,大滅松,,EC  乳劑,44(%) (w/w),,,台灣正豐植保股份有限公司,,119-04-27,,標示,條碼,使用範圍
農藥製              01530,達有龍,可滅草,WP  可溼性粉劑,80(%) (w/w),,,國豐化學工業股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01533,第滅寧,佳喜,EC  乳劑,2.8(%) (w/w),,,華夏科學農化股份有限公司,,118-12-06,,標示,條碼,使用範圍
農藥製              01537,丁基拉草,草必除,EC  乳劑,60(%) (w/w),,,華夏科學農化股份有限公司,,119-04-17,,標示,條碼,使用範圍
農藥製              01548,嘉磷塞異丙胺鹽,富貴春,SL  溶液,41(%) (w/w),,,聯利農業科技股份有限公司,,118-12-06,,標示,條碼,使用範圍
農藥製              01550,樂滅草,滅草樂,GR  粒劑,2(%) (w/w),,,聯利農業科技股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01553,聚乙醛,尅螺丹,RB  餌劑,6(%) (w/w),,,聯利農業科技股份有限公司,,118-10-31,,標示,條碼,使用範圍
農藥製              01560,銅滅達樂,露疫寧,WP  可溼性粉劑,76.5(%) (w/w),,A,惠光股份有限公司,,119-04-20,,標示,條碼,使用範圍
農藥製              01568,嘉賜銅,高速剃露,WP  可溼性粉劑,77.5(%) (w/w),,A,世大農化工廠股份有限公司,,119-03-02,,標示,條碼,使用範圍
農藥製              01580,賽滅寧,雷公靈,EC  乳劑,5(%) (w/w),,,世大農化工廠股份有限公司,,119-05-12,,標示,條碼,使用範圍
農藥製              01588,拉草,,EC  乳劑,45.1(%) (w/w),,,中華民國農會附設各級農會農化廠,,119-03-29,,標示,條碼,使用範圍
農藥製              01591,嘉賜黴素,,SL  溶液,2(%) (w/w),,,中華民國農會附設各級農會農化廠,,118-12-31,,標示,條碼,使用範圍
農藥製              01597,護粒松,喜多生,UL  超低容量液劑,50(%) (w/w),,,興農股份有限公司,,119-03-31,,標示,條碼,使用範圍
農藥製              01599,加保扶,興農丹,GR  粒劑,3(%) (w/w),,,興農股份有限公司,,119-03-11,,標示,條碼,使用範圍
農藥製              01600,保粒黴素   甲,保粒精,WP  可溼性粉劑,"10%(POLYOXIN-B 100,000AmBu/g)",,,興農股份有限公司,,119-04-13,,標示,條碼,使用範圍
農藥製              01602,撲滅松,富粒松,WP  可溼性粉劑,40(%) (w/w),,,興農股份有限公司,,119-03-29,,標示,條碼,使用範圍
農藥製              01603,加保利,興紗福,SC  水懸劑,39.5(%) (w/w),,,興農股份有限公司,,119-03-11,,標示,條碼,使用範圍
農藥製              01632,可濕性硫黃,,WP  可溼性粉劑,80(%) (w/w),,,國豐化學工業股份有限公司,,118-12-07,,標示,條碼,使用範圍
農藥製              01637,嘉賜黴素,加生素,SL  溶液,2(%) (w/w),,,東和化學企業股份有限公司,,118-12-31,,標示,條碼,使用範圍
農藥製              01661,大滅松,剋介寶,EC  乳劑,44(%) (w/w),,,富農化學工業股份有限公司,,118-12-10,,標示,條碼,使用範圍
農藥製              01666,芬化利,綜滅精,EC  乳劑,20(%) (w/w),,,功力化學工業股份有限公司,,118-12-10,,標示,條碼,使用範圍
農藥製              01670,鋅錳乃浦,台生精,SC  水懸劑,33(%) (w/w),,,惠光股份有限公司,,118-12-10,,標示,條碼,使用範圍
農藥製              01672,培丹,好果丹,SP  水溶性粉劑,50(%) (w/w),,,惠光股份有限公司,,118-12-10,,標示,條碼,使用範圍
農藥製              01674,百滅寧,沅渼百滅寧,UL  超低容量液劑,5(%) (w/w),,,沅渼生物科技股份有限公司,,118-12-10,,標示,條碼,使用範圍
農藥製              01681,四氯異苯腈,萬尅靈,WP  可溼性粉劑,75(%) (w/w),,,大勝化學工業股份有限公司,,119-01-08,,標示,條碼,使用範圍
農藥製              01686,拉草,斬莖,EC  乳劑,45.1(%) (w/w),,,光華化學股份有限公司,,119-01-08,,標示,條碼,使用範圍
農藥製              01690,甲基多保淨,利滅菌,WP  可溼性粉劑,70(%) (w/w),,,利台化學工業股份有限公司,,119-04-21,,標示,條碼,使用範圍
農藥製              01693,大滅松,,EC  乳劑,44(%) (w/w),,,利台化學工業股份有限公司,,119-01-11,,標示,條碼,使用範圍
農藥製              01696,嘉賜黴素,甲等,SL  溶液,2(%) (w/w),,,利台化學工業股份有限公司,,119-04-21,,標示,條碼,使用範圍
農藥製              01700,覆滅蟎,真絕蟎,SP  水溶性粉劑,20(%) (w/w),,,利台化學工業股份有限公司,,119-04-05,,標示,條碼,使用範圍
農藥製              01702,拉草,,EC  乳劑,45.1(%) (w/w),,,利台化學工業股份有限公司,,119-03-31,,標示,條碼,使用範圍
農藥製              01705,樂滅草,利滅草,EC  乳劑,12(%) (w/w),,,利台化學工業股份有限公司,,119-04-21,,標示,條碼,使用範圍
農藥製              01711,鏈黴素,立農黴素,SL  溶液,12.5(%) (w/w),,,立農化學股份有限公司,,119-03-29,,標示,條碼,使用範圍
農藥製              01713,培丹,巴丹,SP  水溶性粉劑,50(%) (w/w),,,立農化學股份有限公司,,119-03-21,,標示,條碼,使用範圍
農藥製              01714,培丹,巴丹,GR  粒劑,4(%) (w/w),,,立農化學股份有限公司,,119-03-29,,標示,條碼,使用範圍
農藥製              01716,草脫淨,,WP  可溼性粉劑,50(%) (w/w),,,台灣正豐植保股份有限公司,,114-06-02,,標示,條碼,使用範圍
農藥製              01719,賽滅寧,賽全靈,EC  乳劑,5(%) (w/w),,,光華化學股份有限公司,,119-03-22,,標示,條碼,使用範圍
農藥製              01745,嘉賜黴素,佳收美,SL  溶液,2(%) (w/w),,,國豐化學工業股份有限公司,,118-12-31,,標示,條碼,使用範圍
農藥製              01749,貝芬同,愛果丹,WP  可溼性粉劑,50(%) (w/w),,A,瑞芳植物保護股份有限公司,,119-03-29,,標示,條碼,使用範圍
農藥製              01755,丁基拉草,聯草除,GR  粒劑,5(%) (w/w),,,聯利農業科技股份有限公司,,118-12-31,,標示,條碼,使用範圍
農藥製              01756,嘉賜黴素,加因素,SL  溶液,2(%) (w/w),,,聯利農業科技股份有限公司,,118-12-31,,標示,條碼,使用範圍
